Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,6937716,2021-09-29,0.1773,544333197,SHAK
"Vanguard Group, Inc. (The)",3993349,2021-09-29,0.102,313318162,SHAK
"Fred Alger Management, LLC",3532546,2021-09-29,0.09029999999999999,277163559,SHAK
"Gilder, Gagnon, Howe & Co.",2871801,2021-09-29,0.07339999999999999,225321506,SHAK
"12 West Capital Management, LP",2058912,2021-09-29,0.0526,161542235,SHAK
State Street Corporation,1157160,2021-09-29,0.0296,90790773,SHAK
Invesco Ltd.,1083095,2021-09-29,0.0277,84979633,SHAK
Amundi,941161,2021-09-29,0.024,73843492,SHAK
"Geode Capital Management, LLC",637628,2021-09-29,0.0163,50028292,SHAK
Van Berkom & Associates Inc.,598992,2021-09-29,0.015300000000000001,46996912,SHAK
