Holder,Shares,Date Reported,% Out,Value,ABV
"MMCAP International, Inc. SPC",600000,2021-09-29,0.0851,5892000,MCAE
Polar Asset Management Partners Inc.,454000,2021-09-29,0.0644,4458280,MCAE
Hudson Bay Capital Management Lp,450000,2021-09-29,0.0638,4419000,MCAE
Kepos Capital Lp,310600,2021-09-29,0.044000000000000004,3050092,MCAE
"Boothbay Fund Management, LLC",275000,2021-09-29,0.039,2700500,MCAE
ATW Spac Management LLC,275000,2021-09-29,0.039,2700500,MCAE
Periscope Capital Inc.,250000,2021-09-29,0.0355,2455000,MCAE
Berkley W R Corp,242983,2021-09-29,0.0345,2386093,MCAE
Weiss Asset Management LP,235000,2021-09-29,0.0333,2307700,MCAE
Prelude Capital Management LLC,225000,2021-09-29,0.0319,2209500,MCAE
