Holder,Shares,Date Reported,% Out,Value,ABV
Amundi,1295280,2021-09-29,0.0852,14766192,CWCO
Morgan Stanley,675760,2021-09-29,0.0444,7703664,CWCO
First Manhattan Company,476232,2021-09-29,0.0313,5429044,CWCO
"TSP Capital Management Group, LLC",371525,2021-09-29,0.024399999999999998,4235385,CWCO
Dimensional Fund Advisors LP,369383,2021-09-29,0.024300000000000002,4210966,CWCO
"Renaissance Technologies, LLC",363967,2021-09-29,0.0239,4149223,CWCO
Invesco Ltd.,313769,2021-09-29,0.0206,3576966,CWCO
KBC Group NV,278605,2021-09-29,0.0183,3176097,CWCO
Legal & General Group PLC,266398,2021-09-29,0.0175,3036937,CWCO
"Franklin Resources, Inc.",251667,2021-09-29,0.0165,2869003,CWCO
