Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,10058814,2021-09-29,0.049100000000000005,264747984,IGT
Boston Partners,6962134,2021-09-29,0.034,183243366,IGT
Lazard Asset Management LLC,5158232,2021-09-29,0.0252,135764666,IGT
Massachusetts Financial Services Co.,4244249,2021-09-29,0.0207,111708633,IGT
"Parsifal Capital Management, LP",3502426,2021-09-29,0.0171,92183852,IGT
"Neuberger Berman Group, LLC",3225870,2021-09-29,0.015700000000000002,84904898,IGT
"Two Sigma Investments, LP",2461953,2021-09-29,0.012,64798602,IGT
"Geode Capital Management, LLC",2342076,2021-09-29,0.011399999999999999,61643440,IGT
"Vaughan Nelson Investment Management, L.P.",2314750,2021-09-29,0.0113,60924220,IGT
Davide Leone & Partners Investment Co Ltd.,2283096,2021-09-29,0.0111,60091086,IGT
