Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,18859593,2021-09-29,0.1539,84679572,CHS
"Vanguard Group, Inc. (The)",7741779,2021-09-29,0.0632,34760587,CHS
"Renaissance Technologies, LLC",6731700,2021-09-29,0.054900000000000004,30225333,CHS
Contrarius Investment Management Limited,6603288,2021-09-29,0.053899999999999997,29648763,CHS
State Street Corporation,5729920,2021-09-29,0.046799999999999994,25727340,CHS
"Charles Schwab Investment Management, Inc.",5156238,2021-09-29,0.0421,23151508,CHS
"Neuberger Berman Group, LLC",3660927,2021-09-29,0.029900000000000003,16437562,CHS
Dimensional Fund Advisors LP,3206631,2021-09-29,0.0262,14397773,CHS
Royce & Associates LP,2562424,2021-09-29,0.0209,11505283,CHS
"Miller Value Partners, LLC",2043482,2021-09-29,0.0167,9175234,CHS
