0,1,ABV
Net Assets,,GPJA
NAV,,GPJA
PE Ratio (TTM),,GPJA
Yield,,GPJA
YTD Daily Total Return,,GPJA
Beta (5Y Monthly),,GPJA
Expense Ratio (net),,GPJA
Inception Date,,GPJA
