Holder,Shares,Date Reported,% Out,Value,ABV
Price (T.Rowe) Associates Inc,22934046,2021-09-29,0.1515,2582832260,CDAY
Capital Research Global Investors,18356104,2021-09-29,0.1213,2067264432,CDAY
"Vanguard Group, Inc. (The)",14860167,2021-09-29,0.09820000000000001,1673552007,CDAY
"Cannae Holdings, Inc.",11000000,2021-09-29,0.0727,1238820000,CDAY
"Select Equity Group, Inc.",10635776,2021-09-29,0.0703,1197801093,CDAY
Blackrock Inc.,8942038,2021-09-29,0.0591,1007052319,CDAY
Capital World Investors,7486267,2021-09-29,0.0495,843103389,CDAY
Janus Henderson Group PLC,6645804,2021-09-29,0.043899999999999995,748450446,CDAY
JP Morgan Chase & Company,5898333,2021-09-29,0.039,664270262,CDAY
"FMR, LLC",5597757,2021-09-29,0.037000000000000005,630419393,CDAY
