Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",452653,2021-09-29,0.023799999999999998,674452,ATXI
"Renaissance Technologies, LLC",118100,2021-09-29,0.0062,175969,ATXI
"Geode Capital Management, LLC",84346,2021-09-29,0.0044,125675,ATXI
"National Asset Management, Inc.",71338,2021-12-30,0.0038,64774,ATXI
Millennium Management LLC,65887,2021-09-29,0.0034999999999999996,98171,ATXI
Blackrock Inc.,48681,2021-12-30,0.0026,44202,ATXI
Wells Fargo & Company,48036,2021-09-29,0.0025,71573,ATXI
"Nantahala Capital Management, LLC",30211,2021-09-29,0.0016,45014,ATXI
Citadel Advisors LLC,27555,2021-09-29,0.0015,41056,ATXI
"EMFO, LLC",24000,2021-12-30,0.0013,21792,ATXI
