Holder,Shares,Date Reported,% Out,Value,ABV
Farley Capital L.p.,113334,2021-09-29,0.0189,1105006,FSEA
"Oppenheimer & Close, Inc.",58770,2021-09-29,0.0098,573007,FSEA
"Raffles Associates, LP",58142,2021-09-29,0.0097,566884,FSEA
"M3F, Inc.",28865,2021-09-29,0.0048,281433,FSEA
Stilwell Value LLC,19000,2021-09-29,0.0032,185250,FSEA
"AllianceBernstein, L.P.",15903,2021-09-29,0.0026,155054,FSEA
Polaris Capital Management Inc,15000,2021-09-29,0.0025,146250,FSEA
Blackrock Inc.,9053,2021-09-29,0.0015,88266,FSEA
UBS Group AG,6562,2021-09-29,0.0011,63979,FSEA
Tower Research Capital LLC (TRC),477,2021-09-29,0.0001,4650,FSEA
