Holder,Shares,Date Reported,% Out,Value,ABV
BlueCrest Capital Management Ltd,1575000,2021-09-29,0.0525,15624000,NAACU
"Aristeia Capital, LLC",975000,2021-09-29,0.0325,9672000,NAACU
Magnetar Financial LLC,587800,2021-09-29,0.0196,5830976,NAACU
Shaolin Capital Management LLC,519575,2021-09-29,0.0173,5154184,NAACU
Longfellow Investment Management Co. LLC,340230,2021-09-29,0.0113,3375081,NAACU
Glazer Capital LLC,305810,2021-09-29,0.0102,3033635,NAACU
HGC Investment Management Inc.,275000,2021-09-29,0.0092,2728000,NAACU
Periscope Capital Inc.,200500,2021-09-29,0.0067,1988960,NAACU
Millennium Management LLC,198000,2021-09-29,0.0066,1964160,NAACU
"TIG Advisors, LLC",193011,2021-09-29,0.0064,1914669,NAACU
