Holder,Shares,Date Reported,% Out,Value,ABV
"FMR, LLC",3493532,2021-09-29,0.1261,68578033,LXFR
"Wellington Management Group, LLP",2914579,2021-09-29,0.1052,57213185,LXFR
"William Blair Investment Management, LLC",2479945,2021-09-29,0.0895,48681320,LXFR
"Paradice Investment Management, LLC",2289957,2021-09-29,0.0827,44951855,LXFR
"Nantahala Capital Management, LLC",2112728,2021-09-29,0.07629999999999999,41472850,LXFR
Kempen Capital Management N.V.,1970744,2021-09-29,0.0711,38685704,LXFR
Blackrock Inc.,1578360,2021-09-29,0.057,30983206,LXFR
Granahan Investment Management Inc.,1206230,2021-09-29,0.0435,23678294,LXFR
"American Century Companies, Inc.",1023572,2021-09-29,0.0369,20092718,LXFR
Royce & Associates LP,819316,2021-09-29,0.0296,16083173,LXFR
