Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,443320,2021-09-29,0.1075,39012160,CATC
"Vanguard Group, Inc. (The)",336514,2021-09-29,0.0816,29613232,CATC
Cambridge Trust Company,334388,2021-09-29,0.08109999999999999,29426144,CATC
Manufacturers Life Insurance Co.,317175,2021-09-29,0.07690000000000001,27911400,CATC
FJ Capital Management LLC,215000,2021-09-29,0.0521,18920000,CATC
Polaris Capital Management Inc,185257,2021-12-30,0.0449,17338202,CATC
Endeavour Capital Advisors Inc,157137,2021-09-29,0.0381,13828056,CATC
State Street Corporation,130384,2021-09-29,0.0316,11473792,CATC
"Geode Capital Management, LLC",114177,2021-09-29,0.0277,10047576,CATC
Schroder Investment Management Group,109741,2021-09-29,0.026600000000000002,9657208,CATC
