Holder,Shares,Date Reported,% Out,Value,ABV
"IDG China Venture Capital Fund IV Associates, LP",5393813,2021-09-29,0.0481,7443461,LITB
TB Alternative Assets Ltd.,2137855,2021-09-29,0.0191,2950239,LITB
"Renaissance Technologies, LLC",1754720,2021-09-29,0.015700000000000002,2421513,LITB
Marshall Wace LLP,660264,2021-09-29,0.0059,911164,LITB
O'Shaughnessy Asset Management LLC,66692,2021-09-29,0.0006,92034,LITB
Acadian Asset Management. LLC,53594,2021-09-29,0.0005,73959,LITB
Penserra Capital Management LLC,48731,2021-09-29,0.0004,67248,LITB
HRT Financial LLC,38186,2021-09-29,0.0003,52696,LITB
Citadel Advisors LLC,33645,2021-09-29,0.0003,46430,LITB
Envestnet Asset Management,22793,2021-09-29,0.0002,31454,LITB
