Holder,Shares,Date Reported,% Out,Value,ABV
"FMR, LLC",22802078,2021-09-29,0.1516,1103848595,CPRI
Blackrock Inc.,13705945,2021-09-29,0.0911,663504797,CPRI
"Vanguard Group, Inc. (The)",13560870,2021-09-29,0.0901,656481716,CPRI
"Fred Alger Management, LLC",6058213,2021-09-29,0.0403,293278091,CPRI
Senvest Management LLC,4599491,2021-09-29,0.030600000000000002,222661359,CPRI
State Street Corporation,4199548,2021-09-29,0.0279,203300118,CPRI
Primecap Management Company,3636000,2021-09-29,0.0242,176018760,CPRI
Pictet Asset Management SA,2968356,2021-09-29,0.0197,143698113,CPRI
Eaton Vance Management,2438110,2021-09-29,0.016200000000000003,118028905,CPRI
"Arrowstreet Capital, Limited Partnership",2348326,2021-09-29,0.015600000000000001,113682461,CPRI
