Holder,Shares,Date Reported,% Out,Value,ABV
Linden Advisors LP,2427842,2021-09-29,0.0667,23720016,HIGA
Millennium Management LLC,2137153,2021-09-29,0.0587,20879984,HIGA
"Arena Capital Advisors, LLC- CA",2107630,2021-09-29,0.0579,20591545,HIGA
"Aristeia Capital, LLC",1549998,2021-09-29,0.0426,15143480,HIGA
Marshall Wace LLP,1493819,2021-09-29,0.040999999999999995,14594611,HIGA
Sculptor Capital Lp,1462359,2021-09-29,0.04019999999999999,14287247,HIGA
Glazer Capital LLC,1235469,2021-09-29,0.0339,12070532,HIGA
Periscope Capital Inc.,1173400,2021-09-29,0.0322,11464118,HIGA
HGC Investment Management Inc.,1088409,2021-09-29,0.029900000000000003,10633755,HIGA
"Goldman Sachs Group, Inc.",977977,2021-09-29,0.0269,9554835,HIGA
