Holder,Shares,Date Reported,% Out,Value,ABV
"Coliseum Capital Management, Llc",805610,2021-09-29,0.0681,17191717,LAZY
Park West Asset Management LLC,750000,2021-09-29,0.0634,16005000,LAZY
State of New Jersey Common Pension Fund D,731627,2021-09-29,0.061900000000000004,15612920,LAZY
Kanen Wealth Management LLC,687486,2021-09-29,0.0581,14670951,LAZY
Blackrock Inc.,390184,2021-09-29,0.033,8326526,LAZY
"Vanguard Group, Inc. (The)",383662,2021-09-29,0.032400000000000005,8187347,LAZY
Royce & Associates LP,304690,2021-09-29,0.0258,6502084,LAZY
"B. Riley Financial, Inc.",257347,2021-09-29,0.0218,5491784,LAZY
Victory Capital Management Inc.,227740,2021-09-29,0.019299999999999998,4859971,LAZY
Invesco Ltd.,220613,2021-09-29,0.0187,4707881,LAZY
