Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,4579156,2021-09-29,0.16620000000000001,769710332,WTS
"Vanguard Group, Inc. (The)",2901965,2021-09-29,0.10529999999999999,487791296,WTS
Kayne Anderson Rudnick Investment Management LLC,2320926,2021-09-29,0.0842,390124451,WTS
Impax Asset Management Group Plc,2076170,2021-09-29,0.0753,348983415,WTS
State Street Corporation,874238,2021-09-29,0.0317,146950665,WTS
Gamco Investors Inc,722429,2021-09-29,0.0262,121433090,WTS
Dimensional Fund Advisors LP,708811,2021-09-29,0.025699999999999997,119144040,WTS
Ubs Asset Management Americas Inc,649133,2021-09-29,0.0236,109112765,WTS
Invesco Ltd.,566462,2021-09-29,0.0206,95216597,WTS
"Mirova US, LLC",506665,2021-09-29,0.0184,85165319,WTS
