Holder,Shares,Date Reported,% Out,Value,ABV
Maverick Capital Ltd.,3000000,2021-09-29,0.0697,29400000,DGNU
Soroban Capital Partners LP,2000000,2021-09-29,0.0464,19600000,DGNU
"Baupost Group, Inc,.(The) LLC",2000000,2021-09-29,0.0464,19600000,DGNU
"Arena Capital Advisors, LLC- CA",1999900,2021-09-29,0.0464,19599020,DGNU
"Finepoint Capital, LP",1849425,2021-09-29,0.0429,18124365,DGNU
Public Sector Pension Investment Board,1500000,2021-09-29,0.0348,14700000,DGNU
Glazer Capital LLC,1350932,2021-09-29,0.031400000000000004,13239133,DGNU
"Third Point, LLC",1200000,2021-09-29,0.0279,11760000,DGNU
"Tpg Group Holdings (sbs) Advisors, Inc.",1200000,2021-09-29,0.0279,11760000,DGNU
"Indaba Capital Management, L.P.",1000000,2021-09-29,0.0232,9800000,DGNU
