Holder,Shares,Date Reported,% Out,Value,ABV
iShares Preferred & Income Securities ETF,672150,2021-10-30,0.084,17932962,FITBP
First Trust Preferred Securities & Income ETF,629578,2021-10-30,0.0787,16797141,FITBP
John Hancock Tax-Advantaged Dividend Income Fund,400000,2021-10-30,0.05,10672000,FITBP
First Trust Intermediate Duration Preferred & Income Fd,309991,2021-10-30,0.0387,8270559,FITBP
Flaherty & Crumrine Preferred and Income Securities Fund,287450,2021-08-30,0.0359,7666291,FITBP
Invesco ETF Tr II-Invesco Preferred ETF,238178,2021-09-29,0.0298,6376025,FITBP
John Hancock Preferred Income Fund,234293,2021-10-30,0.029300000000000003,6250937,FITBP
John Hancock Preferred Income Fund III,211595,2021-10-30,0.0264,5645354,FITBP
Flaherty & Crumrine Dynamic Preferred & Income Fund Inc,158194,2021-08-30,0.019799999999999998,4219033,FITBP
John Hancock Preferred Income Fund II,150000,2021-10-30,0.018799999999999997,4002000,FITBP
