Holder,Shares,Date Reported,% Out,Value,ABV
Beryl Capital Management LLC,1498500,2021-09-29,0.0652,14587897,BLTS
Citadel Advisors LLC,1285947,2021-09-29,0.0559,12518694,BLTS
Hbk Investments L P,1127000,2021-09-29,0.049,10971345,BLTS
"Castle Creek Arbitrage, LLC",1007344,2021-09-29,0.0438,9806493,BLTS
"Aristeia Capital, LLC",1000000,2021-09-29,0.0435,9735000,BLTS
SECURITY BENEFIT LIFE INSURANCE CO,1000000,2021-09-29,0.0435,9735000,BLTS
"Basso Capital Management, L.P.",819254,2021-09-29,0.0356,7975437,BLTS
Hsbc Holdings Plc,748962,2021-09-29,0.0326,7291145,BLTS
Marshall Wace LLP,686012,2021-09-29,0.0298,6678326,BLTS
Shaolin Capital Management LLC,611589,2021-09-29,0.026600000000000002,5953818,BLTS
