Holder,Shares,Date Reported,% Out,Value,ABV
Wells Fargo & Company,612904,2021-09-29,0.0355,8096461,GRX
Karpus Management Inc,473890,2021-09-29,0.0274,6260086,GRX
Morgan Stanley,473060,2021-09-29,0.0274,6249122,GRX
Lazard Asset Management LLC,466900,2021-09-29,0.027000000000000003,6167749,GRX
Gamco Investors Inc,319497,2021-09-29,0.018500000000000003,4220555,GRX
Royal Bank of Canada,254841,2021-09-29,0.0147,3366449,GRX
"Cornerstone Advisors, LLC",212269,2021-09-29,0.0123,2804073,GRX
UBS Group AG,210382,2021-09-29,0.012199999999999999,2779146,GRX
Matisse Capital,196463,2021-09-29,0.011399999999999999,2595276,GRX
"Bennicas & Associates, Inc.",167400,2021-09-29,0.0097,2211354,GRX
