Holder,Shares,Date Reported,% Out,Value,ABV
"Farallon Capital Management, LLC",1000000,2021-06-29,0.049100000000000005,9700000,CRZN
"Driehaus Capital Management, LLC",754863,2021-06-29,0.037000000000000005,7322171,CRZN
Marshall Wace LLP,749988,2021-06-29,0.0368,7274883,CRZN
Millennium Management LLC,709993,2021-06-29,0.0348,6886932,CRZN
"CVI Holdings, LLC",600000,2021-06-29,0.0294,5820000,CRZN
Kingstown Capital Management L.P.,325000,2021-06-29,0.0159,3152500,CRZN
"Sculptor Capital, LP",300000,2021-06-29,0.0147,2910000,CRZN
UBS O'Connor LLC,250979,2021-06-29,0.0123,2434496,CRZN
Mangrove Partners,199998,2021-06-29,0.0098,1939980,CRZN
"Shaw D.E. & Co., Inc.",151209,2021-06-29,0.0074,1466727,CRZN
