Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",3544730,2021-09-29,0.0334,65577505,CLBK
Blackrock Inc.,3085404,2021-09-29,0.028999999999999998,57079974,CLBK
Price (T.Rowe) Associates Inc,1221683,2021-09-29,0.0115,22601135,CLBK
"Renaissance Technologies, LLC",1040332,2021-09-29,0.0098,19246142,CLBK
State Street Corporation,877241,2021-09-29,0.0083,16228958,CLBK
"Geode Capital Management, LLC",817831,2021-09-29,0.0077,15129873,CLBK
Dimensional Fund Advisors LP,813902,2021-09-29,0.0077,15057187,CLBK
"Ancora Advisors, Llc",724340,2021-09-29,0.0068000000000000005,13400290,CLBK
Norges Bank Investment Management,449279,2020-12-30,0.0042,6990781,CLBK
Northern Trust Corporation,373922,2021-09-29,0.0034999999999999996,6917557,CLBK
