Holder,Shares,Date Reported,% Out,Value,ABV
Morgan Stanley,1571950,2021-09-29,0.0358,32869474,RA
Cetera Advisor Networks LLC,642653,2021-09-29,0.0146,13437874,RA
Invesco Ltd.,343935,2021-09-29,0.0078000000000000005,7191680,RA
"Raymond James Financial Services Advisors, Inc.",292955,2021-09-29,0.0067,6125689,RA
"Centaurus Financial, Inc.",249238,2021-09-29,0.005699999999999999,5211566,RA
Bank of America Corporation,223379,2021-09-29,0.0051,4670854,RA
LPL Financial LLC,191922,2021-09-29,0.0044,4013089,RA
"Commonwealth Equity Services, LLC",181156,2021-09-29,0.0040999999999999995,3787971,RA
"Raymond James & Associates, Inc.",159011,2021-09-29,0.0036,3324920,RA
"Advisor Group, Inc.",137079,2021-09-29,0.0031,2866321,RA
