0,1,ABV
Net Assets,,ENO
NAV,,ENO
PE Ratio (TTM),,ENO
Yield,,ENO
YTD Daily Total Return,,ENO
Beta (5Y Monthly),,ENO
Expense Ratio (net),,ENO
Inception Date,,ENO
