Holder,Shares,Date Reported,% Out,Value,ABV
"Two Sigma Advisers, LP",42428,2021-09-29,0.0053,173954,NSPR
"Bridgeway Capital Management, Inc.",36667,2021-09-29,0.0045000000000000005,150334,NSPR
Hollencrest Capital Management,20000,2021-09-29,0.0025,82000,NSPR
Citadel Advisors LLC,19977,2021-09-29,0.0025,81905,NSPR
"Susquehanna Fundamental Investments, LLC",17001,2021-09-29,0.0021,69704,NSPR
"HighTower Advisors, LLC",16567,2021-09-29,0.0021,67924,NSPR
"Geode Capital Management, LLC",14051,2021-09-29,0.0017000000000000001,57609,NSPR
Royal Bank of Canada,1167,2021-09-29,0.0001,4784,NSPR
"Advisor Group, Inc.",667,2021-09-29,0.0001,2734,NSPR
Morgan Stanley,450,2021-09-29,0.0001,1845,NSPR
