Holder,Shares,Date Reported,% Out,Value,ABV
SB Management Ltd,4000000,2021-09-29,0.0693,39200000,KVSC
Farallon Capital Management Llc,2809000,2021-09-29,0.048600000000000004,27528200,KVSC
Glazer Capital LLC,2567679,2021-09-29,0.044500000000000005,25163254,KVSC
"Third Point, LLC",2500000,2021-09-29,0.0433,24500000,KVSC
Sculptor Capital Lp,2316706,2021-09-29,0.0401,22703718,KVSC
Millennium Management LLC,2315754,2021-09-29,0.0401,22694389,KVSC
Soroban Capital Partners LP,2276601,2021-09-29,0.0394,22310689,KVSC
Magnetar Financial LLC,2021716,2021-09-29,0.035,19812816,KVSC
"Alyeska Investment Group, L.P.",2000000,2021-09-29,0.0346,19600000,KVSC
"TD Asset Management, Inc",1750000,2021-09-29,0.030299999999999997,17150000,KVSC
