Holder,Shares,Date Reported,% Out,Value,ABV
Perceptive Advisors Llc,13412552,2021-09-29,0.1216,32055999,SLDB
"RA Capital Management, L.P.",12367873,2021-09-29,0.1121,29559216,SLDB
"EcoR1 Capital, LLC",9202702,2021-09-29,0.0834,21994457,SLDB
"Bain Capital Life Sciences Investors, LLC",7929918,2021-09-29,0.0719,18952504,SLDB
"Suvretta Capital Management, LLC",5974193,2021-09-29,0.0542,14278321,SLDB
Blackrock Inc.,4511695,2021-09-29,0.0409,10782951,SLDB
Price (T.Rowe) Associates Inc,4088350,2021-09-29,0.0371,9771156,SLDB
"Boxer Capital, LLC",3734574,2021-09-29,0.0339,8925631,SLDB
Artal Group S.A.,3000000,2021-09-29,0.027200000000000002,7170000,SLDB
"Vanguard Group, Inc. (The)",2788590,2021-09-29,0.0253,6664730,SLDB
