Holder,Shares,Date Reported,% Out,Value,ABV
"Pacific Heights Asset Management, LLC",200000,2021-09-29,0.0191,3420000,UBP
"Vanguard Group, Inc. (The)",184560,2021-09-29,0.0177,3155976,UBP
"Renaissance Technologies, LLC",70200,2021-09-29,0.0067,1200420,UBP
Dimensional Fund Advisors LP,60799,2021-09-29,0.0058,1039662,UBP
"Neuberger Berman Group, LLC",42228,2021-09-29,0.004,722098,UBP
Baker Ellis Asset Management,32682,2021-09-29,0.0031,558862,UBP
Grace & White Inc /ny,31910,2021-09-29,0.0031,545661,UBP
Morgan Stanley,12354,2021-09-29,0.0012,211253,UBP
"Naples Global Advisors, LLC",12350,2021-09-29,0.0012,211185,UBP
Royal Bank of Canada,5418,2021-09-29,0.0005,92647,UBP
