Holder,Shares,Date Reported,% Out,Value,ABV
Citadel Advisors LLC,1730040,2021-12-30,0.07519999999999999,16824639,VELO
"Aristeia Capital, LLC",1200000,2021-09-29,0.052199999999999996,11832000,VELO
Glazer Capital LLC,1098333,2021-12-30,0.0478,10681288,VELO
Altshuler Shaham Ltd,1010310,2021-12-30,0.043899999999999995,9825264,VELO
Mangrove Partners,918801,2021-12-30,0.039900000000000005,8935339,VELO
Periscope Capital Inc.,749800,2021-12-30,0.0326,7291805,VELO
"Shaw D.E. & Co., Inc.",746403,2021-12-30,0.0325,7258769,VELO
"Balyasny Asset Management, LP",700000,2021-12-30,0.0304,6807500,VELO
JP Morgan Chase & Company,678412,2021-12-30,0.029500000000000002,6597556,VELO
Bank of America Corporation,653401,2021-12-30,0.028399999999999998,6354324,VELO
