Holder,Shares,Date Reported,% Out,Value,ABV
"Basswood Capital Management, L.L.C.",1070592,2021-09-29,0.1364,30683166,ESQ
Wasatch Advisors Inc,776912,2021-09-29,0.099,22266297,ESQ
"Pacific Ridge Capital Partners, LLC",383035,2021-09-29,0.048799999999999996,10977783,ESQ
"Vanguard Group, Inc. (The)",306134,2021-09-29,0.039,8773800,ESQ
"Jacobs Asset Management, L.L.C.",235928,2021-09-29,0.0301,6761696,ESQ
"Maltese Capital Management, LLC",137105,2021-09-29,0.0175,3929429,ESQ
"Grandeur Peak Global Advisors, LLC",124801,2021-09-29,0.0159,3576796,ESQ
"AllianceBernstein, L.P.",117926,2021-09-29,0.015,3379759,ESQ
First Manhattan Company,101100,2021-09-29,0.0129,2897526,ESQ
"Boothbay Fund Management, LLC",99900,2021-09-29,0.0127,2863134,ESQ
