Holder,Shares,Date Reported,% Out,Value,ABV
"Ikarian Capital, LLC",198085,2021-09-29,0.0291,1440077,VLON
Murchinson Ltd.,74935,2021-09-29,0.011000000000000001,544777,VLON
"Geode Capital Management, LLC",24134,2021-09-29,0.0034999999999999996,175454,VLON
"Boothbay Fund Management, LLC",21250,2021-09-29,0.0031,154487,VLON
"Zeke Capital Advisors, Llc",20000,2021-09-29,0.0029,145400,VLON
Envestnet Asset Management,16873,2021-09-29,0.0025,122666,VLON
State Street Corporation,11200,2021-09-29,0.0016,81424,VLON
"Advisor Group, Inc.",6890,2021-09-29,0.001,50090,VLON
Morgan Stanley,2628,2021-09-29,0.0004,19105,VLON
UBS Group AG,1498,2021-09-29,0.0002,10890,VLON
