Holder,Shares,Date Reported,% Out,Value,ABV
Cohen & Steers Inc.,21070775,2021-09-29,0.166,1631088692,CONE
"Vanguard Group, Inc. (The)",17776680,2021-09-29,0.1401,1376092798,CONE
Blackrock Inc.,16255632,2021-09-29,0.1281,1258348473,CONE
State Street Corporation,4612542,2021-09-29,0.0363,357056876,CONE
Daiwa Securities Group Inc.,4586712,2021-09-29,0.0361,355057375,CONE
"Principal Financial Group, Inc.",3038750,2021-09-29,0.0239,235229637,CONE
Morgan Stanley,2930035,2021-09-29,0.0231,226814009,CONE
Nuveen Asset Management,2844437,2021-09-29,0.022400000000000003,220187868,CONE
Bank of America Corporation,2785307,2021-09-29,0.0219,215610614,CONE
Invesco Ltd.,2446451,2021-09-29,0.019299999999999998,189379771,CONE
