Holder,Shares,Date Reported,% Out,Value,ABV
venBio Partners LLC,9699925,2021-09-29,0.2395,716436460,ALXO
"Vivo Capital, LLC",4220048,2021-09-29,0.1042,311692745,ALXO
"Wellington Management Group, LLP",3867142,2021-09-29,0.0955,285627108,ALXO
Logos Global Management LP,3156981,2021-09-29,0.078,233174616,ALXO
"Vanguard Group, Inc. (The)",1679528,2021-09-29,0.0415,124049938,ALXO
Blackrock Inc.,1366761,2021-09-29,0.0337,100948967,ALXO
"FMR, LLC",1259416,2021-09-29,0.0311,93020465,ALXO
Janus Henderson Group PLC,1025399,2021-09-29,0.0253,75735970,ALXO
"Cormorant Asset Management, LP",1012079,2021-09-29,0.025,74752154,ALXO
"Redmile Group, LLC",864435,2021-09-29,0.0213,63847169,ALXO
