Holder,Shares,Date Reported,% Out,Value,ABV
Mackay-Shields LLC,790568,2021-09-29,0.0347,9589589,MHI
"Rivernorth Capital Management, Llc",764641,2021-09-29,0.0336,9275095,MHI
"Hennion & Walsh Asset Management, Inc.",375273,2021-09-29,0.0165,4552061,MHI
"Robinson Capital Management, LLC",334120,2021-09-29,0.0147,4052875,MHI
Morgan Stanley,327804,2021-09-29,0.0144,3976262,MHI
Parametric Portfolio Associates,302153,2021-09-29,0.013300000000000001,3665115,MHI
Wells Fargo & Company,293969,2021-09-29,0.0129,3565843,MHI
"Advisors Asset Management, Inc.",238011,2021-09-29,0.0105,2887073,MHI
"Guggenheim Capital, LLC",222129,2021-09-29,0.0098,2694424,MHI
"Capital Investment Advisors, LLC",181484,2021-09-29,0.008,2201400,MHI
