0,1,ABV
Net Assets,,MHLA
NAV,,MHLA
PE Ratio (TTM),,MHLA
Yield,,MHLA
YTD Daily Total Return,,MHLA
Beta (5Y Monthly),,MHLA
Expense Ratio (net),,MHLA
Inception Date,,MHLA
