Holder,Shares,Date Reported,% Out,Value,ABV
Dynamo Internacional Gestao De Recursos Ltda.,10083257,2021-09-29,0.0146,167886229,NTCO
Dynamo Administracao de Recursos Ltda.,3412456,2021-09-29,0.0049,56817392,NTCO
Bank of America Corporation,2252808,2021-09-29,0.0033,37509253,NTCO
"Renaissance Technologies, LLC",2022397,2021-09-29,0.0029,33672910,NTCO
Atmos Capital Gestao de Recursos Ltda,1629848,2021-09-29,0.0024,27136969,NTCO
JP Morgan Chase & Company,1279802,2021-09-29,0.0019,21308703,NTCO
SPX Equities Gestao de Recursos Ltda,809990,2021-09-29,0.0012,13486333,NTCO
Blackrock Inc.,705055,2021-09-29,0.001,11739165,NTCO
Parametric Portfolio Associates,513479,2021-09-29,0.0007000000000000001,8549425,NTCO
"Pinebridge Investments, LP",388349,2021-09-29,0.0006,6466010,NTCO
