Holder,Shares,Date Reported,% Out,Value,ABV
"Route One Investment Company, L.P.",5165991,2021-09-29,0.1326,158854223,BRBR
"Vanguard Group, Inc. (The)",3795633,2021-09-29,0.0974,116715714,BRBR
Blackrock Inc.,3289715,2021-09-29,0.08439999999999999,101158736,BRBR
"Franklin Resources, Inc.",2742139,2021-09-29,0.0704,84320774,BRBR
Price (T.Rowe) Associates Inc,1980382,2021-09-29,0.0508,60896746,BRBR
"FMR, LLC",1312485,2021-09-29,0.0337,40358913,BRBR
JP Morgan Chase & Company,1211941,2021-09-29,0.0311,37267185,BRBR
Emerald Mutual Fund Advisers Trust,1117033,2021-09-29,0.0287,34348764,BRBR
Invesco Ltd.,1028433,2021-09-29,0.0264,31624314,BRBR
"Emerald Advisers, LLC",873086,2021-09-29,0.022400000000000003,26847394,BRBR
