Holder,Shares,Date Reported,% Out,Value,ABV
"H&F Corporate Investors VIII, Ltd",215514491,2021-09-29,0.33770000000000006,1213346584,MPLN
Public Investment Fund,51250000,2021-09-29,0.0803,288537500,MPLN
"Leonard Green & Partners, L.P.",38449957,2021-09-29,0.0602,216473257,MPLN
Price (T.Rowe) Associates Inc,37339148,2021-09-29,0.058499999999999996,210219403,MPLN
Partners Group Holding AG,30309824,2021-09-29,0.0475,170644309,MPLN
"Vanguard Group, Inc. (The)",28722774,2021-09-29,0.045,161709217,MPLN
"Sih MPH Rollover GP, LLC",24412106,2021-09-29,0.0382,137440156,MPLN
"Wellington Management Group, LLP",22417702,2021-09-29,0.0351,126211662,MPLN
"CPV Partners, LLC",19810354,2021-09-29,0.031,111532293,MPLN
Blackrock Inc.,15582052,2021-09-29,0.024399999999999998,87726952,MPLN
