Holder,Shares,Date Reported,% Out,Value,ABV
PSquared Asset Management AG,2102150,2021-09-29,0.031200000000000002,146162489,JOBS
Wells Fargo & Company,1942670,2021-09-29,0.0288,135073845,JOBS
Oasis Management Co Ltd,1557352,2021-09-29,0.0231,108282684,JOBS
Harding Loevner LLC,1554090,2021-09-29,0.023,108055877,JOBS
Millennium Management LLC,1499962,2021-09-29,0.0222,104292357,JOBS
Blackrock Inc.,1421165,2021-09-29,0.021099999999999997,98813602,JOBS
Pentwater Capital Management Lp,1409000,2021-09-29,0.0209,97967770,JOBS
BlueCrest Capital Management Ltd,1050000,2021-09-29,0.015600000000000001,73006500,JOBS
"Vanguard Group, Inc. (The)",1046185,2021-09-29,0.0155,72741243,JOBS
State Street Corporation,954820,2021-09-29,0.014199999999999999,66388634,JOBS
