Holder,Shares,Date Reported,% Out,Value,ABV
Magnetar Financial LLC,1538552,2021-09-29,0.0473,15339363,PRSRU
Context Advisory LLC,450318,2021-09-29,0.0139,4489670,PRSRU
Glazer Capital LLC,415032,2021-09-29,0.0128,4137869,PRSRU
Millennium Management LLC,290000,2021-09-29,0.0089,2891300,PRSRU
"Point72 Asset Management, L.P.",260063,2021-09-29,0.008,2592828,PRSRU
Periscope Capital Inc.,250000,2021-09-29,0.0077,2492500,PRSRU
"Goldman Sachs Group, Inc.",141700,2021-09-29,0.0044,1412749,PRSRU
"Susquehanna International Group, LLP",134926,2021-09-29,0.0042,1345212,PRSRU
HRT Financial LLC,100533,2021-09-29,0.0031,1002314,PRSRU
Virtu Financial LLC,87717,2021-09-29,0.0027,874538,PRSRU
