Holder,Shares,Date Reported,% Out,Value,ABV
FJ Capital Management LLC,1350000,2021-09-29,0.054900000000000004,35613000,CBTX
Blackrock Inc.,1320691,2021-09-29,0.0537,34839828,CBTX
King Luther Capital Management,1228640,2021-09-29,0.05,32411523,CBTX
Integrated Wealth Concepts LLC,922129,2021-09-29,0.0375,24325763,CBTX
"Vanguard Group, Inc. (The)",912181,2021-09-29,0.0371,24063334,CBTX
State Street Corporation,391997,2021-09-29,0.0159,10340880,CBTX
Dimensional Fund Advisors LP,330482,2021-09-29,0.0134,8718115,CBTX
"Geode Capital Management, LLC",311408,2021-09-29,0.0127,8214943,CBTX
"Clarus Group, Inc.",222160,2021-09-29,0.009000000000000001,5860580,CBTX
"AllianceBernstein, L.P.",208622,2021-09-29,0.0085,5503448,CBTX
