Holder,Shares,Date Reported,% Out,Value,ABV
Shay Capital LLC,380290,2021-09-29,0.04019999999999999,3232465,ACHV
"Vanguard Group, Inc. (The)",268857,2021-09-29,0.028399999999999998,2285284,ACHV
"Perkins Capital Management, Inc.",169600,2021-09-29,0.0179,1441600,ACHV
683 Capital Management LLC,125000,2021-09-29,0.0132,1062500,ACHV
"Clearline Capital, LP",122012,2021-09-29,0.0129,1037102,ACHV
"Altium Capital Management, LP",122000,2021-09-29,0.0129,1037000,ACHV
Morgan Stanley,110869,2021-09-29,0.011699999999999999,942386,ACHV
"Geode Capital Management, LLC",85554,2021-09-29,0.009000000000000001,727209,ACHV
LPL Financial LLC,72000,2021-09-29,0.0076,612000,ACHV
Gsa Capital Partners Llp,38491,2021-09-29,0.0040999999999999995,327173,ACHV
