Holder,Shares,Date Reported,% Out,Value,ABV
Advent International Corporation,1478426,2021-09-29,0.6211,42223846,NCSM
Tocqueville Asset Management L.p.,132449,2021-09-29,0.0556,3782743,NCSM
ArrowMark Colorado Holdings LLC,86061,2021-09-29,0.0362,2457902,NCSM
"American Century Companies, Inc.",65077,2021-09-29,0.0273,1858599,NCSM
"Vanguard Group, Inc. (The)",16282,2021-09-29,0.0068000000000000005,465013,NCSM
"Bridgeway Capital Management, Inc.",12090,2021-09-29,0.0051,345290,NCSM
"Gagnon Securities, LLC",10140,2021-09-29,0.0043,289598,NCSM
Blackrock Inc.,9986,2021-09-29,0.0042,285200,NCSM
"Geode Capital Management, LLC",8612,2021-09-29,0.0036,245958,NCSM
"Renaissance Technologies, LLC",7416,2021-09-29,0.0031,211800,NCSM
