Holder,Shares,Date Reported,% Out,Value,ABV
TB Alternative Assets Ltd.,2246600,2021-09-29,0.025699999999999997,1303028,NEW
Morgan Stanley,1050984,2021-09-29,0.012,609570,NEW
Serenity Capital LLC,680000,2021-09-29,0.0078000000000000005,394400,NEW
Nomura Holdings Inc.,511324,2021-09-29,0.0058,296567,NEW
JP Morgan Chase & Company,108000,2021-09-29,0.0012,62640,NEW
"Susquehanna International Group, LLP",89651,2021-09-29,0.001,51997,NEW
"Renaissance Technologies, LLC",87400,2021-09-29,0.001,50692,NEW
"Balyasny Asset Management, LP",53955,2021-09-29,0.0006,31293,NEW
"Simplex Trading, LLC",28692,2021-09-29,0.0003,16641,NEW
"Group One Trading, L.P.",22500,2021-09-29,0.0003,13050,NEW
