Holder,Shares,Date Reported,% Out,Value,ABV
Adage Capital Partners GP L.L.C.,2250000,2021-09-29,0.0723,21960000,ACTD
Glazer Capital LLC,1210124,2021-09-29,0.038900000000000004,11810810,ACTD
"Highbridge Capital Management, LLC.",1207819,2021-09-29,0.0388,11788313,ACTD
"Wellington Management Group, LLP",913550,2021-09-29,0.0294,8916248,ACTD
Weiss Asset Management LP,870783,2021-09-29,0.027999999999999997,8498842,ACTD
Farallon Capital Management Llc,750000,2021-09-29,0.0241,7320000,ACTD
Blackstone Inc,700000,2021-09-29,0.0225,6832000,ACTD
"Alyeska Investment Group, L.P.",700000,2021-09-29,0.0225,6832000,ACTD
Hbk Investments L P,700000,2021-09-29,0.0225,6832000,ACTD
Sculptor Capital Lp,699340,2021-09-29,0.0225,6825558,ACTD
