Holder,Shares,Date Reported,% Out,Value,ABV
Millennium Management LLC,956529,2021-09-29,0.0478,9660942,SWAGU
Shaolin Capital Management LLC,700000,2021-09-29,0.035,7070000,SWAGU
Sage Rock Capital Management LP,647000,2021-09-29,0.0323,6534700,SWAGU
Polar Asset Management Partners Inc.,600000,2021-09-29,0.03,6060000,SWAGU
Alberta Investment Managament Corp,600000,2021-09-29,0.03,6060000,SWAGU
Taconic Capital Advisors Lp,556400,2021-09-29,0.0278,5619640,SWAGU
"Aristeia Capital, LLC",450000,2021-09-29,0.0225,4545000,SWAGU
Calamos Advisors LLC,400000,2021-09-29,0.02,4040000,SWAGU
"Castle Creek Arbitrage, LLC",400000,2021-09-29,0.02,4040000,SWAGU
CNH Partners LLC,400000,2021-09-29,0.02,4040000,SWAGU
