Holder,Shares,Date Reported,% Out,Value,ABV
Thrivent Financial For Lutherans,1999261,2021-12-30,0.0712,35366927,BWB
Blackrock Inc.,1539812,2021-12-30,0.054900000000000004,27239274,BWB
"FMR, LLC",1072890,2021-12-30,0.0382,18979424,BWB
"Vanguard Group, Inc. (The)",997421,2021-12-30,0.0355,17644377,BWB
"Punch & Associates Investment Management, Inc.",687062,2021-12-30,0.0245,12154126,BWB
Next Century Growth Investors LLC,681145,2021-12-30,0.024300000000000002,12049455,BWB
"Renaissance Technologies, LLC",566847,2021-12-30,0.0202,10027523,BWB
State Street Corporation,427204,2021-12-30,0.0152,7557238,BWB
"Tradition Wealth Management, LLC",407460,2021-12-30,0.014499999999999999,7207967,BWB
EJF Capital LLC,384417,2021-12-30,0.0137,6800336,BWB
