Holder,Shares,Date Reported,% Out,Value,ABV
"FMR, LLC",5673000,2021-09-29,0.0809,24620820,EEX
"Russell Investments Group, Ltd.",2343446,2021-09-29,0.0334,10170555,EEX
Blackrock Inc.,1855684,2021-09-29,0.0265,8053668,EEX
"Hotchkis & Wiley Capital Management, LLC",1595028,2021-09-29,0.0227,6922421,EEX
"Vanguard Group, Inc. (The)",1343940,2021-09-29,0.0192,5832699,EEX
"1492 Capital Management, LLC",496089,2021-09-29,0.0070999999999999995,2153026,EEX
Brookfield Asset Management Inc.,483791,2021-09-29,0.0069,2099652,EEX
State Street Corporation,457825,2021-09-29,0.006500000000000001,1986960,EEX
"Geode Capital Management, LLC",414755,2021-09-29,0.0059,1800036,EEX
Dimensional Fund Advisors LP,370502,2021-09-29,0.0053,1607978,EEX
