Holder,Shares,Date Reported,% Out,Value,ABV
Citadel Advisors LLC,2896682,2021-12-30,0.084,28416450,SLCR
Marshall Wace LLP,1717230,2021-12-30,0.049800000000000004,16846026,SLCR
"Aristeia Capital, LLC",1600000,2021-09-29,0.0464,15728000,SLCR
Periscope Capital Inc.,1333505,2021-12-30,0.0387,13081684,SLCR
Millennium Management LLC,1183164,2021-12-30,0.034300000000000004,11606838,SLCR
"Saba Capital Management, L.P.",1079340,2021-12-30,0.0313,10588325,SLCR
RPO LLC,956049,2021-12-30,0.0277,9378840,SLCR
Glazer Capital LLC,927822,2021-12-30,0.0269,9101933,SLCR
JP Morgan Chase & Company,800641,2021-12-30,0.0232,7854288,SLCR
Sculptor Capital Lp,797566,2021-12-30,0.0231,7824122,SLCR
