Holder,Shares,Date Reported,% Out,Value,ABV
"Renaissance Technologies, LLC",155904,2021-09-29,0.013600000000000001,587758,SQFT
"WealthPlan Partners, LLC",139314,2021-09-29,0.0121,525213,SQFT
Millennium Management LLC,124926,2021-09-29,0.0109,470971,SQFT
"Advisor Group, Inc.",108126,2021-09-29,0.009399999999999999,407635,SQFT
"Cassia Capital Partners, LLC",78062,2021-09-29,0.0068000000000000005,294293,SQFT
"Kestra Advisory Services, LLC",76866,2021-12-30,0.0067,299777,SQFT
"Avantax Advisory Services, Inc.",57500,2021-12-30,0.005,224250,SQFT
Blackrock Inc.,55366,2021-09-29,0.0048,208729,SQFT
"Ifp Advisors, Inc",54828,2021-12-30,0.0048,213829,SQFT
Sigma Planning Corp,54704,2021-09-29,0.0048,206234,SQFT
