Holder,Shares,Date Reported,% Out,Value,ABV
"Vista Equity Partners Management, LLC",94380000,2021-09-29,0.6131,1947059400,IAS
"Atlas Venture Advisors, Inc.",22722770,2021-09-29,0.1476,468770745,IAS
"Sapphire Ventures, LLC",10086035,2021-09-29,0.0655,208074902,IAS
"Shelter Haven Capital Management, L.P.",3387006,2021-09-29,0.022000000000000002,69873933,IAS
"Times Square Capital Management, LLC",1975010,2021-09-29,0.0128,40744456,IAS
"Vanguard Group, Inc. (The)",1862876,2021-09-29,0.0121,38431131,IAS
"Indaba Capital Management, L.P.",1476463,2021-09-29,0.0096,30459431,IAS
Price (T.Rowe) Associates Inc,1203284,2021-09-29,0.0078000000000000005,24823748,IAS
Blackrock Inc.,1116862,2021-09-29,0.0073,23040863,IAS
"FMR, LLC",1112274,2021-09-29,0.0072,22946212,IAS
