Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",198905,2021-09-29,0.022400000000000003,827245,NXTD
Morgan Stanley,112407,2021-09-29,0.0126,467500,NXTD
"Susquehanna International Group, LLP",107356,2021-09-29,0.0121,446493,NXTD
"Renaissance Technologies, LLC",94118,2021-09-29,0.0106,391436,NXTD
Anson Funds Management LP,88449,2021-09-29,0.009899999999999999,367859,NXTD
"Geode Capital Management, LLC",44612,2021-09-29,0.005,185541,NXTD
Citadel Advisors LLC,43103,2021-09-29,0.0048,179265,NXTD
Barclays PLC,33128,2021-09-29,0.0037,137779,NXTD
State Street Corporation,20700,2021-09-29,0.0023,86091,NXTD
"Advisor Group, Inc.",12431,2021-09-29,0.0014000000000000002,51700,NXTD
