Holder,Shares,Date Reported,% Out,Value,ABV
Van Eck Associates Corporation,16262953,2021-09-29,0.0617,676376215,KL
Price (T.Rowe) Associates Inc,11822897,2021-09-29,0.044800000000000006,491714286,KL
"Vanguard Group, Inc. (The)",8359064,2021-09-29,0.0317,347653471,KL
Royal Bank of Canada,7932601,2021-09-29,0.0301,329916875,KL
"FMR, LLC",7590795,2021-09-29,0.0288,315701164,KL
Flossbach von Storch AG,6745000,2021-09-29,0.0256,280524550,KL
CIBC Asset Management Inc.,5750129,2021-09-29,0.0218,239147865,KL
Mackenzie Financial Corporation,3199587,2021-09-29,0.0121,133070823,KL
Norges Bank Investment Management,2877429,2020-12-30,0.0109,118751494,KL
"First Eagle Investment Management, LLC",2740738,2021-09-29,0.0104,113987293,KL
