Holder,Shares,Date Reported,% Out,Value,ABV
Parametric Portfolio Associates LLC,6616564,2021-12-30,0.0012,40427206,NWG
Goldman Sachs Group Inc,4532530,2021-12-30,0.0008,27693758,NWG
Dimensional Fund Advisors LP,3966238,2021-12-30,0.0007000000000000001,24233714,NWG
Westwood Holdings Group Inc.,2460679,2021-09-29,0.0004,14985535,NWG
Blackrock Inc.,1627939,2021-12-30,0.0003,9946707,NWG
Bank Of New York Mellon Corporation,1454411,2021-12-30,0.0003,8886451,NWG
Northern Trust Corporation,1437063,2021-12-30,0.0003,8780454,NWG
Bank of America Corporation,1401885,2021-12-30,0.0002,8565517,NWG
"FMR, LLC",1381360,2021-12-30,0.0002,8440109,NWG
Optiver Holding B.v.,1337882,2021-12-30,0.0002,8174459,NWG
