Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",939075,2021-09-29,0.0276,5080395,ATNF
"Susquehanna International Group, LLP",528427,2021-09-29,0.0155,2858790,ATNF
Blackrock Inc.,240813,2021-09-29,0.0070999999999999995,1302798,ATNF
Morgan Stanley,135155,2021-09-29,0.004,731188,ATNF
"Geode Capital Management, LLC",128723,2021-09-29,0.0038,696391,ATNF
Citadel Advisors LLC,102040,2021-09-29,0.003,552036,ATNF
"Group One Trading, L.P.",82762,2021-09-29,0.0024,447742,ATNF
"Boothbay Fund Management, LLC",61576,2021-09-29,0.0018,333126,ATNF
"Jane Street Group, LLC",58856,2021-09-29,0.0017000000000000001,318410,ATNF
Belvedere Trading Llc,51544,2021-09-29,0.0015,278853,ATNF
