Holder,Shares,Date Reported,% Out,Value,ABV
Oaktree Capital Management Lp,20726126,2021-09-29,0.191,185084305,STKL
"Engaged Capital, LLC",9829298,2021-09-29,0.0906,87775631,STKL
Nomura Holdings Inc.,5615421,2021-09-29,0.051699999999999996,50145709,STKL
"Barrow, Hanley Mewhinney & Strauss, LLC",4331730,2021-09-29,0.039900000000000005,38682348,STKL
Ardsley Advisory Partners,3211000,2021-09-29,0.0296,28674230,STKL
Woodline Partners LP,2873114,2021-09-29,0.0265,25656908,STKL
"Portolan Capital Management, LLC",2459433,2021-09-29,0.0227,21962736,STKL
"Cooperman, Leon G.",1990000,2021-09-29,0.0183,17770700,STKL
"Driehaus Capital Management, LLC",1585503,2021-09-29,0.0146,14158541,STKL
Allianz Asset Management GmbH,1402690,2021-09-29,0.0129,12526021,STKL
