Holder,Shares,Date Reported,% Out,Value,ABV
"Corbin Capital Partners, LP",1113750,2021-09-29,0.0446,10870200,MON
Citadel Advisors LLC,1070620,2021-09-29,0.042800000000000005,10449251,MON
"Aristeia Capital, LLC",1050000,2021-09-29,0.042,10248000,MON
"Verition Fund Management, LLC",864500,2021-09-29,0.0346,8437520,MON
Hudson Bay Capital Management Lp,850441,2021-09-29,0.034,8300304,MON
Bank of Montreal/Can/,749292,2021-09-29,0.03,7313089,MON
Marshall Wace LLP,714077,2021-09-29,0.0286,6969391,MON
Periscope Capital Inc.,674500,2021-09-29,0.027000000000000003,6583120,MON
"Radcliffe Capital Management, L.P.",650000,2021-09-29,0.026000000000000002,6344000,MON
"Basso Capital Management, L.P.",508229,2021-09-29,0.0203,4960315,MON
