Holder,Shares,Date Reported,% Out,Value,ABV
"Alyeska Investment Group, L.P.",753492,2021-09-29,0.0527,7399291,FLAC
"EcoR1 Capital, LLC",587615,2021-09-29,0.041100000000000005,5770379,FLAC
Citadel Advisors LLC,554415,2021-09-29,0.0388,5444355,FLAC
Millennium Management LLC,450862,2021-09-29,0.0315,4427464,FLAC
"DG Capital Management, LLC",440000,2021-09-29,0.0308,4320800,FLAC
MYDA Advisors LLC,410299,2021-09-29,0.0287,4029136,FLAC
Governors Lane LP,350000,2021-09-29,0.0245,3437000,FLAC
"Ghisallo Capital Management, LLC",319658,2021-09-29,0.022400000000000003,3139041,FLAC
Echo Street Capital Management LLC,309160,2021-09-29,0.0216,3035951,FLAC
"Radcliffe Capital Management, L.P.",250000,2021-09-29,0.0175,2455000,FLAC
