Holder,Shares,Date Reported,% Out,Value,ABV
"Catterton Management Company, L.L.C.",31745713,2021-09-29,0.1671,652056945,LESL
"Vanguard Group, Inc. (The)",13602028,2021-09-29,0.0716,279385655,LESL
Blackrock Inc.,12538082,2021-09-29,0.066,257532204,LESL
"Champlain Investment Partners, LLC",8218650,2021-09-29,0.0433,168811071,LESL
"William Blair Investment Management, LLC",7712227,2021-09-29,0.0406,158409142,LESL
Kayne Anderson Rudnick Investment Management LLC,7193671,2021-09-29,0.0379,147758002,LESL
"Third Point, LLC",6150000,2021-09-29,0.032400000000000005,126321000,LESL
JP Morgan Chase & Company,5246100,2021-09-29,0.0276,107754894,LESL
Pictet Asset Management SA,5008586,2021-09-29,0.0264,102876356,LESL
Wells Fargo & Company,4786676,2021-09-29,0.0252,98318325,LESL
