Holder,Shares,Date Reported,% Out,Value,ABV
Shaolin Capital Management LLC,979314,2021-09-29,0.0675,9832312,ATA
Berkley W R Corp,652089,2021-09-29,0.045,6546973,ATA
"Aristeia Capital, LLC",650000,2021-09-29,0.044800000000000006,6526000,ATA
Hsbc Holdings Plc,536426,2021-09-29,0.037000000000000005,5385717,ATA
"Saba Capital Management, L.P.",501858,2021-09-29,0.0346,5038654,ATA
"Basso Capital Management, L.P.",465385,2021-09-29,0.0321,4672465,ATA
Mizuho Securities USA LLC,459647,2021-09-29,0.0317,4614855,ATA
Periscope Capital Inc.,399600,2021-09-29,0.0276,4011984,ATA
Linden Advisors LP,389762,2021-09-29,0.0269,3913210,ATA
Polar Asset Management Partners Inc.,350000,2021-09-29,0.0241,3514000,ATA
