Holder,Shares,Date Reported,% Out,Value,ABV
"FMR, LLC",3856225,2021-09-29,0.1024,52059037,AMAM
"Cormorant Asset Management, LP",2486386,2021-09-29,0.066,33566211,AMAM
Fosun International Ltd,1932591,2021-09-29,0.0513,26089978,AMAM
Adage Capital Partners GP L.L.C.,1827292,2021-09-29,0.048499999999999995,24668442,AMAM
"Suvretta Capital Management, LLC",926019,2021-09-29,0.0246,12501256,AMAM
Artal Group S.A.,850000,2021-09-29,0.0226,11475000,AMAM
Blackrock Inc.,820221,2021-09-29,0.0218,11072983,AMAM
Octagon Capital Advisors LP,350000,2021-09-29,0.009300000000000001,4725000,AMAM
Millennium Management LLC,141431,2021-09-29,0.0038,1909318,AMAM
Caas Capital Management LP,40000,2021-09-29,0.0011,540000,AMAM
