Holder,Shares,Date Reported,% Out,Value,ABV
HRT Financial LLC,34981,2021-09-29,0.0007000000000000001,157414,ATIF
"Two Sigma Advisers, LP",10200,2021-09-29,0.0002,45900,ATIF
JP Morgan Chase & Company,4600,2021-09-29,0.0001,20700,ATIF
