Holder,Shares,Date Reported,% Out,Value,ABV
Magnetar Financial LLC,1980000,2021-09-29,0.099,19800000,FHLTU
Polar Asset Management Partners Inc.,1980000,2021-09-29,0.099,19800000,FHLTU
LMR Partners LLP,1980000,2021-09-29,0.099,19800000,FHLTU
Weiss Asset Management LP,1800000,2021-09-29,0.09,18000000,FHLTU
Citadel Advisors LLC,1668246,2021-09-29,0.0834,16682460,FHLTU
Caas Capital Management LP,1056733,2021-09-29,0.0528,10567330,FHLTU
Nomura Holdings Inc.,980148,2021-09-29,0.049,9801480,FHLTU
"MMCAP International, Inc. SPC",980000,2021-09-29,0.049,9800000,FHLTU
"Angelo, Gordon & Company, L.P.",980000,2021-09-29,0.049,9800000,FHLTU
"Tenor Capital Management Co., L.p.",979900,2021-09-29,0.049,9799000,FHLTU
